id,original_text,file,line,widget_or_context
"947d897aa7f7","توضیحات الزامی است","lib/screens/narrator/narrator_edit_screen.dart",678,"return 'توضیحات الزامی است';"
"84be05047297","توضیحات انگلیسی (اختیاری)","lib/screens/narrator/narrator_edit_screen.dart",689,"labelText"
"5f4ba8039004","] as int?) ?? 0} فصل)","lib/screens/narrator/narrator_edit_screen.dart",707,"'مدیریت فصل‌ها (${(_audiobook?['chapter_count']..."
"02122ff65873","مدیریت فصل‌ها (${(_audiobook?[","lib/screens/narrator/narrator_edit_screen.dart",707,"'مدیریت فصل‌ها (${(_audiobook?['chapter_count']..."
"a4642387b3c7","ذخیره تغییرات","lib/screens/narrator/narrator_edit_screen.dart",755,"'ذخیره تغییرات',"
"b01d509a4df5","وضعیت: ${_getStatusText(status)}","lib/screens/narrator/narrator_edit_screen.dart",789,"'وضعیت: ${_getStatusText(status)}',"
"31ae001cda86","] as int?) ?? 0} فصل","lib/screens/narrator/narrator_edit_screen.dart",797,"'${(_audiobook?['chapter_count'] as int?) ?? 0}..."
"cf7dfcb5ae1b","تصویر جدید","lib/screens/narrator/narrator_edit_screen.dart",866,"'تصویر جدید',"
"b397bfc12dbd","قیمت‌گذاری","lib/screens/narrator/narrator_edit_screen.dart",891,"'قیمت‌گذاری',"
"726f9ec53d71","رایگان","lib/screens/narrator/narrator_edit_screen.dart",907,"_isFree ? 'رایگان' : 'پولی',"
"168a155e95c5","پولی","lib/screens/narrator/narrator_edit_screen.dart",907,"_isFree ? 'رایگان' : 'پولی',"
"188b99a5b0e4","قیمت (دلار)","lib/screens/narrator/narrator_edit_screen.dart",920,"labelText"
"ed9ea0ef7bae","قیمت معتبر وارد کنید","lib/screens/narrator/narrator_edit_screen.dart",929,"return 'قیمت معتبر وارد کنید';"
"840345219aa3","بازخوردهای ${widget.audiobookTitle}","lib/screens/narrator/narrator_feedback_screen.dart",50,"? 'بازخوردهای ${widget.audiobookTitle}'"
"578282829a60","بازخوردهای مدیریت","lib/screens/narrator/narrator_feedback_screen.dart",51,": 'بازخوردهای مدیریت'),"
"b59fc7c731a2","خطا: $e","lib/screens/narrator/narrator_feedback_screen.dart",75,"Text"
"4d7e7de7f0fa","تلاش مجدد","lib/screens/narrator/narrator_feedback_screen.dart",85,"child: const Text('تلاش مجدد'),"
"362a164241e7","هنوز بازخوردی دریافت نکرده‌اید","lib/screens/narrator/narrator_feedback_screen.dart",99,"'هنوز بازخوردی دریافت نکرده‌اید',"
"73ad26e47da1","بازخوردهای مدیریت در اینجا نمایش داده می‌شوند","lib/screens/narrator/narrator_feedback_screen.dart",104,"'بازخوردهای مدیریت در اینجا نمایش داده می‌شوند',"
"4b502743ca2d","مدیر","lib/screens/narrator/narrator_feedback_screen.dart",141,"final adminName = (feedback['profiles'] as Map<..."
"b48b7d495c5d","جدید","lib/screens/narrator/narrator_feedback_screen.dart",194,"'جدید',"
"7ea246e44fd1","لطفاً تغییرات درخواستی را اعمال و مجدداً ارسال کنید","lib/screens/narrator/narrator_feedback_screen.dart",295,"? 'لطفاً تغییرات درخواستی را اعمال و مجدداً ارس..."
"27009d85ae40","این بازخورد دلیل رد شدن کتاب است","lib/screens/narrator/narrator_feedback_screen.dart",296,": 'این بازخورد دلیل رد شدن کتاب است',"
"3ffe89bb1e91","ویرایش کتاب","lib/screens/narrator/narrator_feedback_screen.dart",335,"label"
"ee1ae547699c","مدیریت فصل‌ها","lib/screens/narrator/narrator_feedback_screen.dart",349,"label"
"0bfc199f1e9f","ویرایش فصل","lib/screens/narrator/narrator_feedback_screen.dart",349,"label"
"1cb9f4d2c3a6","این کتاب تایید شده و قابل ویرایش نیست","lib/screens/narrator/narrator_feedback_screen.dart",362,"'این کتاب تایید شده و قابل ویرایش نیست',"
"48b3644d85b1","همین الان","lib/screens/narrator/narrator_feedback_screen.dart",404,"if (diff.inMinutes < 1) return 'همین الان';"
"50bd7e4755c1","${diff.inMinutes} دقیقه پیش","lib/screens/narrator/narrator_feedback_screen.dart",405,"if (diff.inHours < 1) return '${diff.inMinutes}..."
"3dab85c20cb0","${diff.inHours} ساعت پیش","lib/screens/narrator/narrator_feedback_screen.dart",406,"if (diff.inDays < 1) return '${diff.inHours} سا..."
"ad4d0cf94549","${diff.inDays} روز پیش","lib/screens/narrator/narrator_feedback_screen.dart",407,"if (diff.inDays < 7) return '${diff.inDays} روز..."
"4939f86ebab5","داشبورد","lib/screens/narrator/narrator_main_shell.dart",62,"label"
"08e118ffa898","کتاب‌ها","lib/screens/narrator/narrator_main_shell.dart",67,"label"
"7a9bdde67cfd","آپلود","lib/screens/narrator/narrator_main_shell.dart",72,"label"
"df41a8772ec4","پروفایل","lib/screens/narrator/narrator_main_shell.dart",77,"label"
"7f0083b78d28","خطا: $e","lib/screens/narrator/narrator_profile_screen.dart",67,"child: Text('خطا: $e', style: const TextStyle(c..."
"a40435f73df9","گوینده","lib/screens/narrator/narrator_profile_screen.dart",89,"(profile?['display_name'] as String?) ?? (profi..."
"6654ba2200fa","گوینده","lib/screens/narrator/narrator_profile_screen.dart",116,"'گوینده',"
"e805ce5c3a1d","کتاب‌ها","lib/screens/narrator/narrator_profile_screen.dart",138,"_buildStatCard('کتاب‌ها', '${stats['total_books..."
"9b1e01ed8a56","پخش‌ها","lib/screens/narrator/narrator_profile_screen.dart",139,"_buildStatCard('پخش‌ها', '${stats['total_plays'..."
"476fedeffd99","فروش","lib/screens/narrator/narrator_profile_screen.dart",140,"_buildStatCard('فروش', '${stats['total_purchase..."
"d2d05c6c10c3","کتاب‌ها","lib/screens/narrator/narrator_profile_screen.dart",147,"Flexible(child: _buildStatCard('کتاب‌ها', '${st..."
"7d18652f5194","پخش‌ها","lib/screens/narrator/narrator_profile_screen.dart",149,"Flexible(child: _buildStatCard('پخش‌ها', '${sta..."
"0e28648bf92c","فروش","lib/screens/narrator/narrator_profile_screen.dart",151,"Flexible(child: _buildStatCard('فروش', '${stats..."
"20d2018b2454","ویرایش پروفایل","lib/screens/narrator/narrator_profile_screen.dart",162,"title"
"df7df27b4ab4","کیف پول","lib/screens/narrator/narrator_profile_screen.dart",175,"title"
"bc113d9f396c","به زودی...","lib/screens/narrator/narrator_profile_screen.dart",178,"SnackBar"
"92befc5a5d1d","آمار و گزارش","lib/screens/narrator/narrator_profile_screen.dart",184,"title"
"329d829a9880","به زودی...","lib/screens/narrator/narrator_profile_screen.dart",187,"SnackBar"
"8db9f0ac9c51","تنظیمات","lib/screens/narrator/narrator_profile_screen.dart",193,"title"
"b2c6dade6a08","به زودی...","lib/screens/narrator/narrator_profile_screen.dart",196,"SnackBar"
"8ec076ec28c0","راهنما","lib/screens/narrator/narrator_profile_screen.dart",202,"title"
"88fa1b61cc87","به زودی...","lib/screens/narrator/narrator_profile_screen.dart",205,"SnackBar"
"8df124f21dde","خروج از حساب","lib/screens/narrator/narrator_profile_screen.dart",226,"'خروج از حساب',"
"efdd4e18d2e6","بازگشت به حالت شنونده","lib/screens/narrator/narrator_profile_screen.dart",311,"'بازگشت به حالت شنونده',"
"fbac8e055841","خطا در انتخاب تصویر: $e","lib/screens/narrator/narrator_upload_screen.dart",81,"setState(() => _error = 'خطا در انتخاب تصویر: $..."
"0044034029aa","خطا در آپلود تصویر جلد","lib/screens/narrator/narrator_upload_screen.dart",109,"throw Exception('خطا در آپلود تصویر جلد');"
"2c4f14194b57","لطفاً دسته‌بندی را انتخاب کنید","lib/screens/narrator/narrator_upload_screen.dart",120,"setState(() => _error = 'لطفاً دسته‌بندی را انت..."
"166bc6fb9524","لطفاً تصویر جلد را انتخاب کنید","lib/screens/narrator/narrator_upload_screen.dart",125,"setState(() => _error = 'لطفاً تصویر جلد را انت..."
"bb3db55d9afb","لطفاً وارد شوید","lib/screens/narrator/narrator_upload_screen.dart",131,"setState(() => _error = 'لطفاً وارد شوید');"
"79ef1653928b","خطا در آپلود تصویر جلد","lib/screens/narrator/narrator_upload_screen.dart",145,"throw Exception('خطا در آپلود تصویر جلد');"
"7f9f6ece53c1","شناسه کتاب برگردانده نشد","lib/screens/narrator/narrator_upload_screen.dart",222,"throw Exception('شناسه کتاب برگردانده نشد');"
"37b8a4171dcd","کتاب با موفقیت ایجاد شد. حالا فصل‌ها را اضافه کنید.","lib/screens/narrator/narrator_upload_screen.dart",271,"content"
"4dcee6c8871e","آپلود کتاب جدید","lib/screens/narrator/narrator_upload_screen.dart",341,"title"
"100b837e56d4","عنوان فارسی *","lib/screens/narrator/narrator_upload_screen.dart",363,"labelText"
"50f07e71f0e5","مثال: شازده کوچولو","lib/screens/narrator/narrator_upload_screen.dart",364,"hintText"
"ac58966c1e38","عنوان فارسی الزامی است","lib/screens/narrator/narrator_upload_screen.dart",369,"return 'عنوان فارسی الزامی است';"
"6bcdddad4061","عنوان انگلیسی (اختیاری)","lib/screens/narrator/narrator_upload_screen.dart",380,"labelText"
"694de5e9d717","اطلاعات نویسنده و مترجم","lib/screens/narrator/narrator_upload_screen.dart",404,"'اطلاعات نویسنده و مترجم',"
"d04fe8e636a5","نام نویسنده (فارسی) *","lib/screens/narrator/narrator_upload_screen.dart",419,"labelText"
"37fca0dbb0e0","مثال: آنتوان دو سنت‌اگزوپری","lib/screens/narrator/narrator_upload_screen.dart",420,"hintText"
"58f73f410f83","نام نویسنده الزامی است","lib/screens/narrator/narrator_upload_screen.dart",425,"return 'نام نویسنده الزامی است';"
"cfbdbae230cf","نام نویسنده (انگلیسی - اختیاری)","lib/screens/narrator/narrator_upload_screen.dart",436,"labelText"
"d9bfa0489759","نام مترجم (فارسی - اختیاری)","lib/screens/narrator/narrator_upload_screen.dart",448,"labelText"
"d7b3329857a0","مثال: احمد شاملو","lib/screens/narrator/narrator_upload_screen.dart",449,"hintText"
"7ec9ad2077b1","نام مترجم (انگلیسی - اختیاری)","lib/screens/narrator/narrator_upload_screen.dart",459,"labelText"
"a918b43df97e","خطا در بارگذاری دسته‌ها: $e","lib/screens/narrator/narrator_upload_screen.dart",473,"error: (e, _) => Text('خطا در بارگذاری دسته‌ها:..."
"9578b8de87dc","دسته‌بندی *","lib/screens/narrator/narrator_upload_screen.dart",477,"labelText"
"5cb973d1a9ae","دسته‌بندی الزامی است","lib/screens/narrator/narrator_upload_screen.dart",490,"if (value == null) return 'دسته‌بندی الزامی است';"
"be3c556b935d","توضیحات فارسی *","lib/screens/narrator/narrator_upload_screen.dart",501,"labelText"
"13b508009deb","درباره کتاب بنویسید...","lib/screens/narrator/narrator_upload_screen.dart",502,"hintText"
"bc8f9470693d","توضیحات الزامی است","lib/screens/narrator/narrator_upload_screen.dart",509,"return 'توضیحات الزامی است';"
"d953ecc37efd","توضیحات انگلیسی (اختیاری)","lib/screens/narrator/narrator_upload_screen.dart",520,"labelText"
"60d8d5ee210d","قیمت‌گذاری","lib/screens/narrator/narrator_upload_screen.dart",544,"'قیمت‌گذاری',"
"5c3c565cdb4b","رایگان","lib/screens/narrator/narrator_upload_screen.dart",560,"_isFree ? 'رایگان' : 'پولی',"
"c6a85c27b3a6","پولی","lib/screens/narrator/narrator_upload_screen.dart",560,"_isFree ? 'رایگان' : 'پولی',"
"e0e4536a13bd","قیمت (دلار)","lib/screens/narrator/narrator_upload_screen.dart",573,"labelText"
"575237f2135a","قیمت معتبر وارد کنید","lib/screens/narrator/narrator_upload_screen.dart",582,"return 'قیمت معتبر وارد کنید';"
"3568eb257ead","ذخیره و افزودن فصل‌ها","lib/screens/narrator/narrator_upload_screen.dart",634,"'ذخیره و افزودن فصل‌ها',"
"47f155b23113","تصویر جلد را انتخاب کنید","lib/screens/narrator/narrator_upload_screen.dart",700,"'تصویر جلد را انتخاب کنید',"
"5561f0fd7fe4","حداکثر ۱۰ مگابایت","lib/screens/narrator/narrator_upload_screen.dart",708,"'حداکثر ۱۰ مگابایت',"
"19a2cfa1f2d5","خطا در پرداخت","lib/screens/payment/payment_failure_screen.dart",69,"wasCancelled ? 'پرداخت لغو شد' : 'خطا در پرداخت',"
"db9628990eac","پرداخت لغو شد","lib/screens/payment/payment_failure_screen.dart",69,"wasCancelled ? 'پرداخت لغو شد' : 'خطا در پرداخت',"
"3b30ee786d86","پرداخت توسط شما لغو شد.","lib/screens/payment/payment_failure_screen.dart",82,"? 'پرداخت توسط شما لغو شد.'"
"bb2f4424a133","پرداخت انجام نشد. لطفاً دوباره تلاش کنید.","lib/screens/payment/payment_failure_screen.dart",83,": errorMessage ?? 'پرداخت انجام نشد. لطفاً دوبا..."
"2507933b7b62","اگر مبلغی از حساب شما کسر شده است، طی ۷۲ ساعت بازگردانده می‌شود.","lib/screens/payment/payment_failure_screen.dart",140,"'اگر مبلغی از حساب شما کسر شده است، طی ۷۲ ساعت ..."
"14334d566507","تلاش مجدد","lib/screens/payment/payment_failure_screen.dart",166,"'تلاش مجدد',"
"c3f69e734005","بازگشت","lib/screens/payment/payment_failure_screen.dart",189,"'بازگشت',"
"f267692f3301","در حال پردازش پرداخت...","lib/screens/payment/payment_processing_screen.dart",62,"'در حال پردازش پرداخت...',"
"810cc17468a5","لطفاً صبر کنید و از بستن برنامه خودداری کنید","lib/screens/payment/payment_processing_screen.dart",87,"'لطفاً صبر کنید و از بستن برنامه خودداری کنید',"
"d28e9f6161d9","انصراف","lib/screens/payment/payment_processing_screen.dart",101,"'انصراف',"
"a6190854e863","خرید موفق!","lib/screens/payment/payment_success_screen.dart",57,"'خرید موفق!',"
"6eaf6f6fb220","کتاب به کتابخانه شما اضافه شد","lib/screens/payment/payment_success_screen.dart",69,"'کتاب به کتابخانه شما اضافه شد',"
"ea4c44d39cbf","رایگان","lib/screens/payment/payment_success_screen.dart",134,": 'رایگان',"
"36aaf2ce4148","شروع گوش دادن","lib/screens/payment/payment_success_screen.dart",165,"'شروع گوش دادن',"
"6c69546583e3","رفتن به کتابخانه","lib/screens/payment/payment_success_screen.dart",189,"'رفتن به کتابخانه',"
"a82694d3eb35","فصل ${currentChapterIndex + 1} از ${chapters.length}","lib/screens/player/player_screen.dart",279,"'فصل ${currentChapterIndex + 1} از ${chapters.l..."
"2e1fe906c8de","نویسنده: $author","lib/screens/player/player_screen.dart",405,"'نویسنده: $author',"
"d0123cf51c2a","گوینده: $narrator","lib/screens/player/player_screen.dart",420,"'گوینده: $narrator',"
"8100e1a20060","آفلاین","lib/screens/player/player_screen.dart",456,"'آفلاین',"
"0ba00b64af8a","خطایی در پخش رخ داد","lib/screens/player/player_screen.dart",509,"errorMessage ?? 'خطایی در پخش رخ داد',"
"1eb2da600bf1","تلاش مجدد","lib/screens/player/player_screen.dart",517,"label"
"c3be7193c223","در حال بارگذاری...","lib/screens/player/player_screen.dart",630,"'در حال بارگذاری...',"
"2b49876120f8","${chapters.length} فصل","lib/screens/player/player_screen.dart",908,"label"
"f646799ab661","$bookmarkCount نشان","lib/screens/player/player_screen.dart",966,"bookmarkCount > 0 ? '$bookmarkCount نشان' : 'نش..."
"fd6f44a4e2ca","نشان","lib/screens/player/player_screen.dart",966,"bookmarkCount > 0 ? '$bookmarkCount نشان' : 'نش..."
"e0da69c58b2f","نشان حذف شد","lib/screens/player/player_screen.dart",997,"content"
"3cd3e744b00a","نشان اضافه شد","lib/screens/player/player_screen.dart",997,"content"
"14370f1c0b9b","افزودن یادداشت","lib/screens/player/player_screen.dart",1002,"label"
"f9e01bb671dc","یادداشت برای نشان","lib/screens/player/player_screen.dart",1023,"'یادداشت برای نشان',"
"ea02aa82cd74","یادداشت خود را بنویسید...","lib/screens/player/player_screen.dart",1031,"hintText"
"e5dc326b182d","انصراف","lib/screens/player/player_screen.dart",1045,"child: const Text('انصراف'),"
"d85799c3c454","ذخیره","lib/screens/player/player_screen.dart",1058,"child: const Text('ذخیره'),"
"c8225f63e3fc","نشان‌های شما","lib/screens/player/player_screen.dart",1102,"'نشان‌های شما',"
"e2961c393ccc","${bookmarks.length} نشان","lib/screens/player/player_screen.dart",1110,"'${bookmarks.length} نشان',"
"016f73a23ba2","هنوز نشانی اضافه نکرده‌اید","lib/screens/player/player_screen.dart",1133,"'هنوز نشانی اضافه نکرده‌اید',"
"962f3b3313ff","فصل نامشخص","lib/screens/player/player_screen.dart",1199,"bookmark.chapterTitle ?? 'فصل نامشخص',"
"27dbb68e3779","پایان فصل","lib/screens/player/player_screen.dart",1304,"label = 'پایان فصل';"
"fc902fdabcee","${remaining.inMinutes} دقیقه","lib/screens/player/player_screen.dart",1308,"label = '${remaining.inMinutes} دقیقه';"
"0688c40ddc42","${remaining.inSeconds} ثانیه","lib/screens/player/player_screen.dart",1310,"label = '${remaining.inSeconds} ثانیه';"
"22d91049aa01","تایمر","lib/screens/player/player_screen.dart",1313,"label = 'تایمر';"
"0c573aa94277","۵ دقیقه","lib/screens/player/player_screen.dart",1361,"{'minutes': 5, 'label': '۵ دقیقه'},"
"d7dc77faecc5","۱۰ دقیقه","lib/screens/player/player_screen.dart",1362,"{'minutes': 10, 'label': '۱۰ دقیقه'},"
"44d974bea271","۱۵ دقیقه","lib/screens/player/player_screen.dart",1363,"{'minutes': 15, 'label': '۱۵ دقیقه'},"
"0f7ed3017160","۳۰ دقیقه","lib/screens/player/player_screen.dart",1364,"{'minutes': 30, 'label': '۳۰ دقیقه'},"
"3dde70071e47","۴۵ دقیقه","lib/screens/player/player_screen.dart",1365,"{'minutes': 45, 'label': '۴۵ دقیقه'},"
"f61eb3d434e5","۱ ساعت","lib/screens/player/player_screen.dart",1366,"{'minutes': 60, 'label': '۱ ساعت'},"
"edb41e9c90a3","تایمر خواب","lib/screens/player/player_screen.dart",1391,"'تایمر خواب',"
"2ea6cac731c0","پخش پس از زمان تعیین‌شده متوقف می‌شود","lib/screens/player/player_screen.dart",1400,"'پخش پس از زمان تعیین‌شده متوقف می‌شود',"
"8c18f5d104de","پایان این فصل","lib/screens/player/player_screen.dart",1441,"'پایان این فصل',"
"31fab2eef69a","وقتی فصل تمام شد متوقف می‌شود","lib/screens/player/player_screen.dart",1452,"'وقتی فصل تمام شد متوقف می‌شود',"
"61b1fe44ffca","لغو تایمر","lib/screens/player/player_screen.dart",1527,"'لغو تایمر',"
"a24ee176b17a","سرعت پخش","lib/screens/player/player_screen.dart",1563,"'سرعت پخش',"
"ca25fa01d865","فهرست فصل‌ها","lib/screens/player/player_screen.dart",1651,"'فهرست فصل‌ها',"
"f88e69f34f37","${displayChapters.length} فصل","lib/screens/player/player_screen.dart",1659,"'${displayChapters.length} فصل',"
"1e41643ab61e","فصل ${index + 1}","lib/screens/player/player_screen.dart",1718,"(chapter['title_fa'] as String?) ?? 'فصل ${inde..."
"8f4313c7f144","رایگان","lib/screens/player/player_screen.dart",1737,"'رایگان',"
"9bb1a944fdb1","در حال پخش","lib/screens/player/player_screen.dart",1762,"'در حال پخش',"
"e57585afcca3","این فصل قفل است. برای گوش دادن، کتاب را خریداری کنید","lib/screens/player/player_screen.dart",1797,"content"
"3c90bf76f329","لطفا وارد حساب کاربری شوید","lib/screens/support/create_ticket_screen.dart",53,"SnackBar"
"aeae7f9aee66","تیکت با موفقیت ثبت شد","lib/screens/support/create_ticket_screen.dart",82,"SnackBar"
"db0dfbdc381d","خطا: $e","lib/screens/support/create_ticket_screen.dart",89,"SnackBar"
"f87837b0c43c","تیکت جدید","lib/screens/support/create_ticket_screen.dart",105,"title"
"887a6ffc5e9d","تیم پشتیبانی در اسرع وقت پاسخگوی شما خواهد بود.","lib/screens/support/create_ticket_screen.dart",128,"'تیم پشتیبانی در اسرع وقت پاسخگوی شما خواهد بود.',"
"464e602076e4","کتاب مرتبط","lib/screens/support/create_ticket_screen.dart",141,"'کتاب مرتبط',"
"0af36c45e8cb","نوع درخواست","lib/screens/support/create_ticket_screen.dart",169,"'نوع درخواست',"
"3b1257af5ccb","مشکل کتاب","lib/screens/support/create_ticket_screen.dart",176,"Chip"
"6fe03d9f2661","حساب کاربری","lib/screens/support/create_ticket_screen.dart",177,"Chip"
"791f1157e89b","پرداخت","lib/screens/support/create_ticket_screen.dart",178,"Chip"
"4a8fe1a356fa","سایر","lib/screens/support/create_ticket_screen.dart",179,"Chip"
"c1cfc6d3d5d0","موضوع *","lib/screens/support/create_ticket_screen.dart",188,"labelText"
"cc7c6cee48e6","خلاصه مشکل یا درخواست شما","lib/screens/support/create_ticket_screen.dart",189,"hintText"
"3db3d5d100ed","موضوع الزامی است","lib/screens/support/create_ticket_screen.dart",191,"validator: (v) => v == null || v.trim().isEmpty..."
"a1a60f841014","پیام *","lib/screens/support/create_ticket_screen.dart",200,"labelText"
"0e4887d3fe9b","توضیحات کامل مشکل یا درخواست خود را بنویسید...","lib/screens/support/create_ticket_screen.dart",201,"hintText"
"0f89e8cb4109","پیام الزامی است","lib/screens/support/create_ticket_screen.dart",204,"validator: (v) => v == null || v.trim().isEmpty..."
"44d0f0f03ede","ارسال تیکت","lib/screens/support/create_ticket_screen.dart",221,"label"
"71fc3b2c5741","پشتیبانی","lib/screens/support/user_support_screen.dart",21,"title"
"8a466541e9c2","خطا در بارگذاری تیکت‌ها","lib/screens/support/user_support_screen.dart",32,"const Text('خطا در بارگذاری تیکت‌ها', style: Te..."
"5fc19545ece3","تلاش مجدد","lib/screens/support/user_support_screen.dart",36,"child: const Text('تلاش مجدد'),"
"30944b1e538a","تیکتی ثبت نشده است","lib/screens/support/user_support_screen.dart",49,"const Text('تیکتی ثبت نشده است', style: TextSty..."
"049b1f5a8b17","برای ارتباط با پشتیبانی یک تیکت جدید ایجاد کنید","lib/screens/support/user_support_screen.dart",52,"'برای ارتباط با پشتیبانی یک تیکت جدید ایجاد کنید',"
"d2c7e201b7ab","تیکت جدید","lib/screens/support/user_support_screen.dart",60,"label"
"4be59cd54304","تیکت جدید","lib/screens/support/user_support_screen.dart",88,"label"
"eb6ff21e88bd","مشکل کتاب","lib/screens/support/user_support_screen.dart",251,"return 'مشکل کتاب';"
"05c56907e534","حساب کاربری","lib/screens/support/user_support_screen.dart",253,"return 'حساب کاربری';"
"9146f01f28c3","پرداخت","lib/screens/support/user_support_screen.dart",255,"return 'پرداخت';"
"a52377c87077","سایر","lib/screens/support/user_support_screen.dart",257,"return 'سایر';"
"76001aa14ec0","باز","lib/screens/support/user_support_screen.dart",267,"label = 'باز';"
"93d6cbeef4e3","در حال بررسی","lib/screens/support/user_support_screen.dart",271,"label = 'در حال بررسی';"
"93077af8f301","بسته شده","lib/screens/support/user_support_screen.dart",275,"label = 'بسته شده';"
"98d4a34832de","خطا: $e","lib/screens/support/user_ticket_detail_screen.dart",66,"SnackBar"
"6e9877deb412","جزئیات تیکت","lib/screens/support/user_ticket_detail_screen.dart",84,"title"
"001f3161dc14","خطا در بارگذاری تیکت","lib/screens/support/user_ticket_detail_screen.dart",101,"const Text('خطا در بارگذاری تیکت', style: TextS..."
"c32fee3fc5cb","تلاش مجدد","lib/screens/support/user_ticket_detail_screen.dart",105,"child: const Text('تلاش مجدد'),"
"4093fffa4952","تیکت یافت نشد","lib/screens/support/user_ticket_detail_screen.dart",113,"child: Text('تیکت یافت نشد', style: TextStyle(c..."
"fe697a184079","شماره تیکت: #${widget.ticketId}","lib/screens/support/user_ticket_detail_screen.dart",152,"'شماره تیکت: #${widget.ticketId}',"
"286e5457a1c8","بدون پیام","lib/screens/support/user_ticket_detail_screen.dart",190,"child: Text('بدون پیام', style: TextStyle(color..."
"5a0f3f06c3e6","این تیکت بسته شده است","lib/screens/support/user_ticket_detail_screen.dart",214,"'این تیکت بسته شده است',"
"58deb97d71af","پیام خود را بنویسید...","lib/screens/support/user_ticket_detail_screen.dart",231,"hintText"
"c0cf327cdb26","باز","lib/screens/support/user_ticket_detail_screen.dart",268,"label = 'باز';"
"489ea4f86e7d","در حال بررسی","lib/screens/support/user_ticket_detail_screen.dart",272,"label = 'در حال بررسی';"
"3448bf131b15","بسته شده","lib/screens/support/user_ticket_detail_screen.dart",276,"label = 'بسته شده';"
"42f89ff0ffc2","مشکل کتاب","lib/screens/support/user_ticket_detail_screen.dart",301,"label = 'مشکل کتاب';"
"ac75fa10a0b4","حساب کاربری","lib/screens/support/user_ticket_detail_screen.dart",304,"label = 'حساب کاربری';"
"087af03752c9","پرداخت","lib/screens/support/user_ticket_detail_screen.dart",307,"label = 'پرداخت';"
"1c9845762002","سایر","lib/screens/support/user_ticket_detail_screen.dart",310,"label = 'سایر';"
"f301a1a4e0b5","پشتیبانی","lib/screens/support/user_ticket_detail_screen.dart",335,"? 'پشتیبانی'"
"37295320e96f","شما","lib/screens/support/user_ticket_detail_screen.dart",336,": (profile?['display_name'] as String?) ?? (pro..."
"ce529c8fbbaa","فصل ${chapterIndex + 1}","lib/services/audio_handler.dart",454,"final title = (chapter['title_fa'] as String?) ..."
"c4663f0908e2","کتاب صوتی","lib/services/audio_handler.dart",457,"'کتاب صوتی';"
"aec627126dbc","پرستو","lib/services/audio_handler.dart",477,"// Priority: narrator profile > author field > ..."
"0d128d4add2b","پرستو","lib/services/audio_handler.dart",478,"String artistName = 'پرستو';"
"21f15d984d0f","پرستو","lib/services/audio_handler.dart",484,"'پرستو';"
"08ce7ae59aa4","فصل ${idx + 1}","lib/services/audio_handler.dart",533,"title"
"4e58bccf0d30","پرستو","lib/services/audio_handler.dart",534,"artist: audiobook['author'] as String? ?? 'پرستو',"
"8023d3093b33","پرستو - پخش صوتی","lib/services/audio_handler.dart",720,"'channelName=""پرستو - پخش صوتی"", '"
"76bc4fcc72f8","channelName=""پرستو - پخش صوتی"", ","lib/services/audio_handler.dart",720,"'channelName=""پرستو - پخش صوتی"", '"
"6bd0b362e0fa","پرستو - پخش صوتی","lib/services/audio_handler.dart",733,"androidNotificationChannelName: 'پرستو - پخش صو..."
"72b0f865b72c","نویسنده","lib/services/creator_service.dart",25,"'author': 'نویسنده',"
"b59dc5f7f579","مترجم","lib/services/creator_service.dart",26,"'translator': 'مترجم',"
"feace6de603b","گوینده","lib/services/creator_service.dart",27,"'narrator': 'گوینده',"
"b463adf6ceb0","هنرمند","lib/services/creator_service.dart",28,"'artist': 'هنرمند',"
"b2e3b317d2e0","خواننده","lib/services/creator_service.dart",29,"'singer': 'خواننده',"
"2ba47fd78363","آهنگساز","lib/services/creator_service.dart",30,"'composer': 'آهنگساز',"
"9bf13fb0e2e9","ترانه‌سرا","lib/services/creator_service.dart",31,"'lyricist': 'ترانه‌سرا',"
"7f485ba5b491","نوازنده","lib/services/creator_service.dart",32,"'musician': 'نوازنده',"
"7ed63d1e8dd1","تنظیم‌کننده","lib/services/creator_service.dart",33,"'arranger': 'تنظیم‌کننده',"
"0403077601b0","ناشر","lib/services/creator_service.dart",34,"'publisher': 'ناشر',"
"0e547b865178","لیبل","lib/services/creator_service.dart",35,"'label': 'لیبل',"
"8c5ac261f812","سایر","lib/services/creator_service.dart",36,"'other': 'سایر',"
"d593a2ef4204","سایر","lib/services/creator_service.dart",44,"if (type == null) return 'سایر';"
"67dc13c916ea","سایر","lib/services/creator_service.dart",45,"return creatorTypeLabels[type] ?? 'سایر';"
"ec4de531d213","سایر","lib/services/creator_service.dart",50,"if (role == null) return 'سایر';"
"94e6e365a645","سایر","lib/services/creator_service.dart",51,"return roleLabels[role] ?? 'سایر';"
"befef1443b89","خطا در دانلود فایل","lib/services/download_service.dart",273,"task.errorMessage = 'خطا در دانلود فایل';"
"5ba9d852a01e","خطا در دانلود فایل","lib/services/download_service.dart",280,"task.errorMessage = 'خطا در دانلود فایل';"
"71097b8d994b","اطلاع‌رسانی","lib/services/feedback_service.dart",34,"return 'اطلاع‌رسانی';"
"d91f11e274e3","نیاز به تغییر","lib/services/feedback_service.dart",36,"return 'نیاز به تغییر';"
"d11fbc10e11f","دلیل رد","lib/services/feedback_service.dart",38,"return 'دلیل رد';"
"7e4bd217dfd9","پرداخت","lib/services/payment_service.dart",266,"'پرداخت',"
